"","population","racepctblack","racePctWhite","numbUrban","medIncome","NumUnderPov","NumImmig","murders","rapes","ViolentCrimesPerPop"
"398",14877,1.04,97.73,7811,45397,508,579,0,"4","202.31"
"399",25894,3.29,95.37,0,22783,3170,318,2,"2","720.05"
"400",21282,2.83,93.93,18148,45828,587,1871,0,"8","185.97"
"401",14399,0.15,99.1,0,24947,1167,148,2,"0","133.68"
"402",10507,4.66,91.37,10507,31510,876,530,0,"1","190.95"
"403",27018,0.6,96.27,27018,47629,541,1843,0,"2","62.29"
"404",10201,46.61,52.6,0,14579,3649,99,1,"26","2650.26"
"405",14088,5.22,92,14088,40602,543,1324,0,"3","405.71"
"406",31007,9.84,89.41,31007,23819,4341,379,2,"11","264.07"
"407",21756,0.22,91.62,0,22806,4028,1370,0,"20","485.38"
"408",20429,1.34,94.55,18018,57484,466,1529,0,"3","103.96"
"409",15464,2.66,55.96,15464,36383,1403,5873,3,"3","1640.6"
"410",18659,0.57,97.78,18659,30031,1164,633,0,"4","217.26"
"411",11353,6.99,91.52,0,26684,1278,98,0,"8","279.45"
"412",39498,22.56,76.34,39368,26500,3850,521,5,"17","567.54"
"413",64942,2.66,91.45,64044,38802,4555,3473,1,"75","269.82"
"414",16849,0.39,98.05,16849,43218,392,203,0,NA,NA
"415",34439,10.97,73.14,34439,31561,5400,3986,4,"14","880.44"
"416",13864,31.63,59.56,13860,32793,911,2132,1,"3","703.74"
"417",105511,20.9,76.03,105536,24131,14854,3546,19,"104","1093.15"
"418",11936,15.14,83.45,11936,26233,1306,805,1,"11","1095.46"
"419",10378,0.17,98.88,10378,40934,517,942,0,"0","178.57"
"420",30771,1.18,96.5,30771,36526,1405,1709,0,NA,NA
"421",12830,0.83,96.58,12830,62021,296,935,0,"0","138.57"
"422",16116,5.73,91.43,14338,54834,456,700,0,"4","181.86"
"423",72388,20.35,57.93,72388,36233,8720,9378,10,"26","1380.76"
"424",54732,24.88,74,54732,25910,7622,586,19,"25","1486.61"
"425",61018,70.08,22.43,61010,30529,7500,12026,10,"60","2423.47"
"426",33397,5.52,78.97,33397,34873,5363,5610,2,"4","772.3"
"427",48735,0.76,80.06,48735,20858,14242,6798,6,"3","758.39"
"428",16064,0.8,96.5,16064,34472,905,670,0,"6","234.77"
"429",10850,0.65,97.82,0,24929,1051,200,0,"2","116.21"
"430",13057,12.12,84.99,11846,37025,829,409,0,"28","699.49"
"431",19833,3.72,95.24,19833,25372,1782,190,3,"10","225.01"
"432",13222,1.91,93.71,0,34091,980,682,1,"5","500.94"
"433",37991,2.37,93.69,37835,66930,775,2257,0,"4","106.93"
"434",34986,3.23,93.11,34986,46057,1076,2802,0,"5","284.21"
"435",14143,8.4,88.4,0,23886,2294,333,0,"2","667.04"
"436",15722,17.29,81.73,0,22276,2896,136,0,"1","634.79"
"437",12871,0.65,76.89,0,29324,1527,1254,0,"0",NA
"438",20267,0.97,96.14,20267,65994,526,1572,0,"2","52.35"
"439",18245,0.1,96.78,0,25759,2024,281,1,"1","264.97"
"440",31499,0.54,94.69,31648,25535,4955,1094,1,"15","339.92"
"441",12603,0.93,97.69,12603,34887,546,437,0,"1","81.02"
"442",11671,0.27,97.48,11671,110550,388,712,0,"1","140.18"
"443",51874,0.33,89.29,51874,30739,6284,5441,2,"29","1195.76"
"444",13051,33.74,65.55,0,17254,3429,214,1,"0","63.81"
"445",26777,4,94.2,25039,42044,1261,2993,0,"7","264.67"
"446",11532,0.49,88.19,7882,83975,198,1415,0,"2","99.47"
"447",18820,5.19,86.08,18820,41875,685,2708,0,"2","443.73"
"448",18150,2.34,95.43,18159,30896,1215,314,1,"10","201.24"
"449",15244,7.81,89.39,0,19672,2908,481,1,"9","208.53"
"450",38705,9.18,89.59,0,20585,7614,316,3,"12","168.57"
"451",27257,5.02,91.71,26471,36221,955,1900,1,"2","426.57"
"452",11980,66.07,31.89,11980,35951,647,748,0,"0","354.96"
"453",10922,8.05,91.51,10922,31726,390,82,0,"0","339.73"
"454",16919,0.58,98.5,3166,39651,756,978,0,"0","47.5"
"455",723959,10.92,53.56,723959,33414,90019,246034,129,"361","1810.07"
"456",43207,4.11,80.28,43207,38907,3241,6877,10,"18","686.47"
"457",44757,1.18,89.13,0,23212,8076,4552,1,"18","220.96"
"458",15520,2.07,56.77,15520,33313,1636,3726,3,"13","2089.32"
"459",10132,0.81,97.76,10132,41040,364,693,0,NA,NA
"460",30087,22.95,74.55,20531,39916,2120,731,1,"6","494.37"
"461",59479,4.29,89.66,59479,36211,4266,3583,1,"5","332"
"462",86905,4.51,82.8,86905,35997,7979,21990,9,"49","1651.73"
"463",22023,0.84,97.32,0,64538,328,1385,0,"0","9.07"
"464",20710,0.3,98.49,0,28496,2273,987,0,"12","161.51"
"465",10993,0.04,99.5,0,34061,383,213,0,"0","168.48"
"466",62632,7.49,89.25,62632,30287,5428,4611,4,"22","602.99"
"467",68235,1.08,93.83,68235,31833,5550,3490,1,"52","342.53"
"468",108718,12.04,86.05,108718,22032,20192,2517,7,"59","770.88"
"469",86835,0.26,94.07,86830,21162,23434,4715,1,"36","157.99"
"470",39757,0.67,98.16,39757,24051,5231,2254,0,"7","374.18"
"471",189126,18.54,76.39,189126,26809,29103,7456,33,NA,NA
"472",10891,1.46,96.5,0,25324,961,48,0,"16","468.1"
"473",21755,1.37,96.59,21755,33646,1570,517,0,NA,NA
"474",29541,6.49,81.8,29541,17738,8840,3385,0,"12","352.88"
"475",30013,26.68,67.65,30013,25698,3486,1268,3,"25","533.46"
"476",11127,0.08,99.14,11127,37500,937,293,0,"3","70.08"
"477",65452,5.26,91.28,65291,36431,3252,9789,0,"11","305.77"
"478",29092,1.72,96.87,29092,48137,765,463,0,"12","122.91"
"479",16797,1.3,97.48,0,22100,2250,574,0,"2","571.65"
"480",10828,2.71,93.43,10828,32332,561,2604,0,"0","47.43"
"481",18885,2.31,96.22,18900,60900,387,628,0,"0","9.24"
"482",23706,4.42,94.79,23706,16442,6096,264,0,"5","1121.64"
"483",22935,1.16,96.55,22464,46027,601,332,0,"3","195.71"
"484",12450,65.57,33.57,12450,26372,1931,117,3,"5","851.23"
"485",23095,10.11,87.39,0,29133,2611,1133,0,"10","333.66"
"486",467610,12.84,72.11,467567,25106,78515,34715,74,"393","1038.27"
"487",10033,10.16,63.76,10033,24103,1937,1919,0,"2","499.33"
"488",10191,0.8,97.85,5382,40321,400,304,1,"0","310.85"
"489",40318,1.78,90.19,40318,32984,3182,874,0,"24","331.36"
"490",76459,6.72,69.91,76459,38122,4662,13172,1,"26","599.49"
"491",14196,0.13,98.56,0,25976,993,149,0,"4","260.97"
"492",40822,1.01,97.13,35250,42783,1238,2436,1,"5","87.1"
"493",39729,3.29,94.96,39729,38531,1473,772,2,"8","477.21"
"494",20412,1.15,78.25,20412,45999,1085,5362,1,"4","290.85"
"495",52721,18.06,79.32,52718,25918,8110,1338,9,"21","1073.8"
"496",12353,0.32,97.8,0,17985,2500,112,0,NA,NA
"497",55551,12.24,70.87,55551,22210,11059,2300,11,"45","875.19"
"498",70580,41.64,57.3,70580,21225,16172,634,12,"30","889.17"
"499",12066,1.9,95.3,10360,51173,229,809,0,"0","351.8"
"500",12777,1.11,97.96,9277,27154,830,222,0,"4","536.23"
"501",48290,0.77,71.48,48290,47347,2501,13327,2,"4","398.76"
"502",25725,4.72,93.76,25725,53130,758,1929,0,"3","200.02"
"503",36930,46.92,52.36,0,21881,8312,316,8,"19","1449.39"
"504",30575,2.57,93.7,30575,71905,851,3340,0,NA,NA
"505",36793,4.03,54.48,36793,25976,7652,11426,13,"31","950.75"
"506",40148,12.83,84.25,40148,34891,3056,1312,3,"30","1239.22"
"507",20816,1.44,89.99,20816,61572,476,2166,0,"3","103.33"
"508",18609,43.71,54.35,18609,37050,1031,381,1,"10","326.81"
"509",32762,0.59,91.36,32762,21312,6847,2563,1,"9","89.45"
"510",24727,3.91,93.76,24727,55476,814,1718,0,"1","187.87"
"511",31468,0.69,96.26,0,22476,7036,1055,0,NA,NA
"512",170045,33.57,62.58,170045,27469,23169,6932,22,"103","845.63"
"513",14917,28.05,71.62,0,20970,2492,49,4,"1","341.75"
"514",22633,3.04,95.25,22624,54469,559,1727,0,"2","103.35"
"515",20570,9.5,69.05,0,22514,3406,2875,5,"8","895.24"
"516",14519,2.69,70.79,0,24649,2780,2429,0,"4","1647.53"
"517",12351,8.69,90.79,0,17805,2895,34,2,"0","62.14"
"518",11643,45,50.05,0,16496,3157,147,1,"8","936.82"
"519",10690,1.84,73.12,0,16162,3311,701,3,"5","295.76"
"520",22897,21.83,76.28,22898,31723,2932,457,3,NA,NA
"521",24437,5.32,84.02,24437,49660,1323,2271,0,"8","261.4"
"522",20526,0.42,98.11,15808,59834,465,711,2,"3","114.23"
"523",14870,5.14,86.58,0,19456,3263,635,1,"11","683.46"
"524",82106,2,40.85,82106,31368,11819,38514,3,"19","544.59"
"525",36322,6.2,93.17,36322,23933,5477,351,1,"14","1280.84"
"526",33187,33.04,64.94,33187,35516,3966,1215,4,"26","1428.53"
"527",10170,1.92,95.28,0,19635,2631,314,0,"8","137.89"
"528",10322,26.53,72.89,10322,18049,2008,53,2,"3","1329.57"
"529",18630,1.2,93.59,18630,83275,359,2477,0,"1","116.35"
"530",85427,0.79,97.97,85427,35786,4078,3610,3,"17","423.52"
"531",10098,0.79,98.28,0,44492,399,478,1,"0","210.18"
"532",43548,2.23,88.14,43548,58769,987,6093,0,"11","152.07"
"533",72798,7.68,86.25,72798,23835,9869,3010,4,"66","690.79"
"534",574283,25.59,62.84,574283,29180,102092,114597,98,"480","1968.89"
"535",20958,0.32,98.08,20958,31998,1035,692,0,"5","122.74"
"536",27901,0.93,95.98,19758,57464,651,1901,0,"4","53.7"
"537",11886,0.39,87.04,11886,21183,2446,930,0,"8","493.73"
"538",60633,4.03,91.16,60633,18393,14462,4115,0,"20","815.98"
"539",67460,5.03,72.73,67460,42431,4157,15539,2,"10","411.23"
"540",18309,3.25,93.18,18157,47869,564,509,0,"7",NA
"541",191262,4.24,90.72,191262,29420,28640,10906,2,"99","321.68"
"542",10967,19.72,72.71,0,18870,2267,569,1,"2","1300.88"
"543",41832,0.92,97.32,41832,30638,3557,1659,5,NA,NA
"544",11249,0.73,97.5,11249,32886,755,429,0,"4","80.12"
"545",24846,25.13,69.39,24846,21219,6024,1777,4,NA,NA
"546",13334,51.51,45.9,13334,40369,1015,400,0,NA,NA
"547",33836,0.6,97.42,33836,44734,1344,2240,0,"2","421.75"
"548",11329,1.37,98.07,0,27688,811,202,0,"1","66.33"
"549",20457,74.45,21.07,20236,22194,4671,1298,8,"27","1874.95"
"550",110002,19.85,65.54,110002,27631,17451,40594,17,"42","1311.2"
"551",13647,6.75,92.48,0,31155,1471,119,0,"7","292"
"552",75494,20.9,74.96,75494,25341,9093,2803,1,"87","1130.86"
"553",12408,0.13,98.62,12408,46101,252,156,2,NA,NA
"554",140891,36.01,41.15,140891,26960,25677,35355,23,"78","1571.14"
"555",27630,30.92,65.53,27529,31308,3037,1032,0,"36","887.29"
"556",18482,0.39,98.79,0,36582,1032,113,0,"2","65.71"
"557",11216,4.07,93.09,11216,31793,691,539,1,"3","207.79"
"558",16642,0.83,91.77,16642,80968,392,1808,0,"1","51.42"
"559",10380,23.65,75.76,10380,20134,2169,64,2,"2","241.31"
"560",87535,8.7,67.75,87535,35558,9867,14424,14,"79","1333.23"
"561",11238,0.29,48.24,0,20393,3079,2517,0,"11","944.85"
"562",11272,0.01,98.55,0,29023,845,128,0,"4","108.49"
"563",17076,9.61,86.15,17076,34825,1144,799,0,NA,NA
"564",10464,44.43,54.58,0,19038,2639,132,3,"3","1724.14"
"565",13658,0.42,98.73,13658,43486,313,296,0,"4","61.12"
"566",11280,10.93,87.31,11280,42281,263,125,0,"2","179.32"
"567",13798,0.16,97.72,0,20146,1921,129,0,"11","198.79"
"568",34598,0.91,96.66,34598,49981,1198,769,0,NA,NA
"569",17032,0.22,96.82,0,23745,2393,536,1,"12","322.81"
"570",11234,0.55,98.33,11234,40926,377,408,0,"1","124.32"
"571",11488,0.81,94.59,11488,44672,288,1337,0,"1","84.88"
"572",11766,0.75,95.34,0,21318,2112,263,2,"7","170.15"
"573",11982,0.06,97.1,11982,30743,904,137,0,"0","74.96"
"574",86874,2.23,86.5,86878,43800,4807,11548,2,"32","223.06"
"575",10610,0.63,97.64,0,30535,1281,239,0,"0","103.33"
"576",18692,0.64,95.5,18692,29693,1549,813,1,"11","245.51"
"577",11096,12.22,83.06,0,22265,3159,722,0,"5","358.97"
"578",31813,1.8,94.81,31813,41315,1763,2830,0,"3","505.1"
"579",21096,19.36,70.17,21096,38956,2010,3238,1,"13","551.32"
"580",30491,2.27,73.14,30491,33367,4100,9410,4,"9","997.03"
"581",10266,7.02,91.7,8780,37764,692,367,0,"1","295.04"
"582",30707,6.57,91.08,0,25312,5277,740,1,"7","151.78"
"583",32016,1.27,96.77,32000,60634,627,3061,0,"2","64.61"
"584",219531,43.89,53.95,219531,21898,54669,6531,74,"177","2978.69"
"585",22591,1.6,92.56,22591,45764,728,2980,0,NA,NA
"586",17592,0.07,98.16,0,20606,2322,115,0,"9","158.85"
"587",11227,30.21,69.48,0,21645,2115,65,1,"7","1390.25"
"588",21977,2.83,94.47,0,24365,3099,449,0,NA,NA
"589",28199,1.09,98.33,23336,42530,1200,349,1,"12","133.87"
"590",17637,4.22,77.43,17637,18617,3853,4886,4,"8","1483.15"
"591",15791,0.39,59.45,0,24128,3443,4484,2,"8","724.94"
"592",32462,15.46,83.11,0,15708,7781,881,5,"25","872.72"
"593",19211,5.61,91.38,19211,32955,524,803,0,"3","300.04"
"594",27925,26.72,64.71,0,17876,5415,1453,7,"19","744.75"
"595",10935,0,99.17,0,24568,1621,56,2,"0","267.96"
"596",12023,0.47,97.67,0,25392,1411,144,0,NA,NA
"597",29115,7.45,78.71,0,22807,7106,1776,4,"19","1318.22"
"598",12959,0.25,66.05,12959,100077,497,3708,0,"0","198.88"
"599",24309,0.48,98.46,23649,27493,2583,696,0,"3","72.71"
"600",23756,4.48,94.6,23756,29047,1116,401,1,"2","102.2"
"601",11618,4.86,91.91,0,22098,1369,118,0,"3","88.3"
"602",109602,51.88,17.4,109602,29881,17806,31670,45,"68","2078.85"
"603",13584,1.27,97.54,0,23156,1871,157,1,"1","62.53"
"604",21128,1.96,97.49,21128,25547,2633,476,0,"1","427.27"
"605",23936,3.11,69.82,23936,43043,1184,5609,0,"4","348.5"
"606",25295,57.78,41.56,0,18253,6071,238,5,"20","1336.03"
"607",96466,0.47,94.22,96466,26770,12607,2318,2,"62","435.6"
"608",12361,1,93.31,0,14456,3396,574,0,"1","196.79"
"609",367302,13.57,79.35,367193,25708,53768,11010,54,"339","1304.78"
"610",47089,17.62,65.95,47089,50451,1163,8621,0,"8","313.89"
"611",35701,3.17,93.5,35701,30786,3399,4039,1,"9","1678.08"
"612",17233,0.86,97.25,16384,45191,619,2463,0,"2","151.13"
"613",35317,1,97.72,35317,26472,2881,1889,0,"3","184.39"
"614",16139,9.65,77.61,16139,53840,512,2941,0,"3","127.65"
"615",17635,0.18,97.33,0,35532,1678,115,0,"4","375.3"
"616",99567,0.97,96.97,99567,31911,8694,6739,5,"33","223.14"
"617",33823,1.04,98.08,33823,41149,1278,794,0,"3","58.24"
"618",13087,24.9,70.94,0,30043,1390,656,0,"12","1032.91"
"619",14997,0.69,98.39,739,37889,918,514,0,"0","566.68"
"620",16996,8.45,90.6,0,14868,4434,189,2,"17","457.72"
"621",10415,0.35,99.08,6275,40059,609,235,0,"10","645.16"
"622",13068,5.52,93.2,0,31298,1013,214,3,"4","485.77"
"623",11929,0.75,94.89,9612,57963,331,935,0,"0","209.22"
"624",10621,13.64,83.98,10621,38128,416,279,0,"2","280.93"
"625",14967,17.59,81.3,14967,36999,686,226,0,"2","281.32"
"626",13512,1.15,84.64,13512,101320,304,2233,0,"2","99.9"
"627",31933,6.71,92.34,31933,20290,6465,367,2,"8","316.55"
"628",11005,0.76,97.48,11005,43236,309,231,0,"1","355.9"
"629",16813,0.08,99.33,16813,46119,442,322,0,"1","29.8"
"630",13116,0.99,93.95,13138,29099,1390,693,0,"0","286.09"
"631",16881,2.29,89.5,0,58815,426,1251,2,"0","44.22"
"632",17715,0.07,98.35,17715,55657,307,1383,0,NA,NA
"633",131723,14.43,57.02,131723,32132,23648,41589,40,"81","1627.33"
"634",32520,0.22,96.37,0,24202,3344,878,1,"8","110.97"
"635",44654,2.56,81.68,0,21870,9386,2864,9,"40","816.02"
"636",11604,2.7,95.94,0,47421,318,334,0,NA,NA
"637",19807,1.7,96.9,14660,50647,738,773,0,"0","138.91"
"638",10040,0.88,87.54,0,20674,1962,897,0,"4","177.73"
"639",11553,16.71,78.47,11553,19799,3392,746,2,"2","585.46"
"640",33429,0.79,91.5,33429,48863,904,3143,0,NA,NA
"641",175795,33.98,64.68,175781,26889,25193,3638,68,"215","3255.71"
"642",17457,52.56,46.93,0,20349,4463,157,3,"5","591.24"
"643",29034,0.82,91.82,29034,19042,5980,993,4,"11","577.61"
"644",12476,8.68,76.02,12476,18549,2943,707,0,"7","288.65"
"645",19154,1.16,49.83,0,26622,4323,913,5,"24","1607.83"
"646",61840,15.58,82.19,61840,20641,11387,3984,3,"39","736.68"
"647",45048,14.11,79.77,44090,29211,6939,4749,3,"23","581.98"
"648",14638,0.03,98.01,14638,27264,1445,257,0,"3","44.64"
"649",12236,6.45,91.2,12236,44495,554,561,0,"1","141.75"
"650",70218,34.35,62.67,70161,21824,13248,1623,9,"98","2264.09"
"651",49998,31.88,62.42,49998,24898,7570,18587,3,"28","1818.82"
"652",56958,0.56,95.37,56958,36192,3359,1766,1,"9","138.56"
"653",19661,0.54,98.76,19653,34350,1125,152,0,"7","122.9"
"654",19163,0.55,98.55,15909,42523,715,678,0,"4","75.88"
"655",12756,22.62,76.87,0,21319,2487,178,1,"1","324.52"
"656",11037,31.56,67.76,0,24375,1414,38,0,"2","1264.79"
"657",34738,14.69,80.5,34733,36097,1872,1440,2,"3","559.86"
"658",12551,0.64,97.97,12551,44277,266,241,0,"0","21.66"
"659",13367,0.2,99.28,0,21114,2210,41,0,"3","389.55"
"660",13597,1.76,95.02,13597,55248,235,939,0,"1","188.13"
"661",12929,0.56,98.14,0,22955,2078,334,4,"1","169.44"
"662",196637,55.75,43.57,196594,23270,43216,2006,83,"173","1424.74"
"663",41333,3.84,66,41333,31889,5699,12198,4,"17","658.05"
"664",15849,0.33,98.5,15849,53058,280,712,0,"0","82.38"
"665",15004,7.95,91.12,15009,40216,620,273,0,"4","281.76"
"666",22922,8.23,90,22922,30516,1414,754,2,"4","374.05"
"667",24850,39.47,49.16,24850,46758,2072,6166,1,"9","623.55"
"668",182044,40.43,58.37,182044,19779,46480,2606,49,"269","1629.43"
"669",68223,5.75,74.14,68223,35681,3375,11718,5,"25","904.94"
"670",11708,10.13,88.55,11708,34990,467,273,0,"4","153.93"
"671",13887,0.36,93.48,0,29784,1641,239,1,"3","198.28"
"672",12687,1.35,95.71,0,18423,2203,249,0,"11","223.06"
"673",22519,17.84,80.61,22537,31448,2175,450,1,"13","699.98"
"674",12403,4.2,93.96,12099,50598,188,558,0,"1","71.35"
"675",48718,19.03,73.65,48718,44004,3645,10313,0,"7","366.34"
"676",23928,10.97,81.31,23921,25550,3538,676,2,"19","292.91"
"677",11143,0.17,98.62,0,37549,770,98,0,NA,NA
"678",11714,12.05,87,11765,31938,572,147,1,"3","252.9"
"679",19438,13.98,79.77,19438,44002,672,1371,1,"8","626.09"
"680",15289,3.04,94.32,15301,33026,923,727,0,"0","408.98"
"681",26303,0.41,88.97,26303,79579,319,3459,0,"6","105.84"
"682",11151,1.33,91.88,0,33000,939,121,0,"5","145.47"
"683",50686,5.86,52.11,50686,55730,2317,15598,0,"18","327.36"
"684",16896,1.65,96.61,9850,59967,352,972,0,"0","99.13"
"685",68183,1.9,94.96,67857,54053,1618,4759,0,"5","68.68"
"686",48404,2.94,83.48,48404,41922,3815,10338,2,"10","560.45"
"687",515342,3.44,76.87,515181,23460,128886,120432,47,"281","1035.05"
"688",14544,0.5,98.95,6239,46932,593,385,0,"2","303.91"
"689",34882,4.46,94.67,34881,21053,5715,563,1,"12","534.04"
"690",13371,0.43,98.98,10208,36634,762,508,0,"3","674.75"
"691",14865,45.09,54.09,0,16574,4929,150,3,"14","1278.63"
"692",15414,9,80.73,0,22027,2841,358,4,"12","509.56"
"693",24458,4.19,83.92,24458,45713,815,5045,0,"0","151.91"
"694",11207,1.02,98.08,10759,37044,474,253,0,"1","70.19"
"695",17400,6.37,64.08,17400,33265,1847,5084,1,"2","350.03"
"696",18519,0.88,94.55,0,19977,3597,1066,0,"4","159.72"
"697",33574,2.61,93.35,33574,37473,2580,1243,2,"36","860.27"
"698",57483,9.42,88.63,57483,19118,10140,1439,6,"31","321.08"
"699",18923,2.48,72.5,0,22365,4553,4515,1,"4","989.2"
"700",18334,1.11,96.77,18334,34704,1375,476,0,"7","403.14"
"701",11389,15.27,62.22,0,21483,2746,1268,0,"1","592.34"
"702",14579,7.31,91.15,14579,32733,1251,292,1,NA,NA
"703",15945,0.46,99.05,11131,33219,597,188,0,"5","101.21"
"704",11768,0.31,96.46,11768,60925,274,1039,0,"1","83.56"
"705",28880,1.06,96.63,26209,41450,656,980,0,"1","125.96"
"706",164164,16.01,60.64,164164,25533,36174,25392,82,"129","3047.66"
"707",36118,3.42,90.18,36118,29314,4094,12282,5,"26","2507.51"
"708",231636,31.53,61.09,231636,22785,52237,14423,64,"159","1171.84"
"709",80071,3.57,87.49,74195,25165,11221,3461,2,"34","230"
"710",22113,4.77,88.62,0,42743,630,1123,0,"1","140.88"
"711",10152,0.46,95.69,10152,32069,386,345,0,"5","282.07"
"712",103439,2.39,81.07,103439,29351,17900,16998,6,"49","1274.62"
"713",27910,7.1,85.31,27896,41733,2442,1219,1,"22","384.08"
"714",55076,7.94,76.92,55000,25576,10227,1776,4,"21","933.19"
"715",17885,23.5,68.77,0,25689,3227,1587,3,"8","1232.52"
"716",21174,1.09,97.64,21051,27222,1994,1100,0,"9","445.41"
"717",18548,3.37,93.69,18548,54005,459,1043,0,"0","58.37"
"718",95333,7.89,89.13,95027,26218,14452,2348,4,"65","1565.55"
"719",207951,27.58,69.18,207951,32451,22942,10434,27,"94","842.7"
"720",14302,0.29,96,0,19183,5397,720,0,"1","53.73"
"721",87492,56.42,19,87492,17386,30588,3436,42,"90","3530.78"
"722",14816,0.47,98.97,0,41006,375,221,0,"1","6.64"
"723",106209,0.99,62.23,106209,28034,23446,51424,19,"45","1318.6"
"724",19530,0.56,97.98,13568,47859,560,910,0,"6","91.21"
"725",465622,12.43,70.56,465577,25414,80369,39626,37,"271","599.78"
"726",56475,3.35,89.44,54882,47482,1947,6641,1,"3","141.06"
"727",18004,6.34,92.68,0,20095,3349,147,0,"9","657.14"
"728",169759,4.52,87.08,169759,28955,24228,15072,12,"77",NA
"729",20807,43.14,56.11,0,18683,4437,249,5,"19","2885.57"
"730",12195,4.18,74.12,0,23497,2205,331,0,"3","750.73"
"731",17906,8.04,90.62,17906,25380,1897,1908,1,"9","985.82"
"732",21884,0.5,93.04,21884,31063,1519,982,0,"7","142.09"
"733",10978,0.95,94.72,10978,53781,165,1325,0,"0","98.73"
"734",20585,8.79,88.47,20585,21310,3411,1207,0,"3","1441.78"
"735",11432,1.62,97.38,11432,37087,354,142,0,"2","105.96"
"736",96397,24.27,74.59,96397,22591,15238,1515,11,"32","578.8"
"737",435146,29.59,66.78,433511,26713,65381,12387,153,"515","2460.11"
"738",36426,17.07,82.14,36521,21459,6505,235,4,"9","607.03"
"739",19801,1.4,97.26,0,22550,3365,664,0,"8","205.49"
"740",94279,3.25,55.83,94279,38124,8504,26635,6,"33","1174.32"
"741",188082,14.11,76.21,188082,36376,20436,38067,19,"34","737.62"
"742",61492,2.9,94.38,61491,42314,3282,8195,7,"21","360.34"
"743",13083,1.47,97.91,0,48481,413,342,0,NA,NA
"744",14514,0.73,96.33,0,30613,1083,409,0,"4","105.6"
"745",104352,1.22,90.4,104352,56856,4340,14110,3,"22","305.72"
"746",33485,1.64,95.09,33485,37862,1190,1263,0,NA,NA
"747",16433,58.24,40.93,16433,17959,4142,168,7,"18","2089.44"
"748",40709,47.44,50.33,40709,19955,7269,772,6,"20","1477.94"
"749",782248,4.7,62.8,782225,46206,71676,207041,41,"391","646.17"
"750",13954,2.13,96.03,0,20628,2337,457,0,"2","130.44"
"751",29802,9.9,83.97,29796,46726,1187,2308,0,"4","190.95"
"752",33510,7.76,87.03,33510,41495,2659,4672,2,"1","383.57"
"753",33997,0.81,77.09,0,28911,5149,546,2,"50","816.61"
"754",28028,3.94,93.73,26012,61144,502,1593,0,"0","105.23"
"755",14049,17.01,81.68,0,20099,2705,175,1,"5","583.99"
"756",27850,0.41,31.36,27850,25567,5857,16181,6,"3","865.9"
"757",16196,0.73,96.91,15290,30067,1468,615,0,"9","349.65"
"758",18604,1.4,97.36,0,24215,1840,298,1,"4","161.19"
"759",11538,1.04,92.63,11538,60688,141,1336,0,"0","92.04"
"760",14731,0.55,98.29,10138,39308,586,540,0,"3","26.17"
"761",43467,45.63,53.11,43467,22423,8946,1029,10,"42","3414.57"
"762",14621,0.29,98.96,8888,42160,407,542,2,"3","155.67"
"763",21907,0.21,98.16,0,22257,2192,293,0,NA,NA
"764",30897,5.27,74.08,0,26629,4755,3043,1,"5","676.45"
"765",395934,31.78,65.61,396003,31873,42312,15119,122,"356","1787.2"
"766",11451,0.54,95.58,0,28919,1299,484,0,"2","68.8"
"767",27347,20.56,78.6,27347,25473,3195,331,4,"5","728.37"
"768",152466,33.67,64.97,152488,22197,26803,2574,38,"154","1960.67"
"769",13038,1.4,93.83,13038,55748,422,1439,0,"4","286.66"
"770",24529,4.97,79.18,24529,56571,610,3538,0,"0","216.2"
"771",12224,0.82,91.75,12142,37952,853,193,2,"0","86.34"
"772",34997,3.54,94.3,34931,40287,1489,1181,0,"3","137.66"
"773",14467,0.41,98.7,12212,53045,358,365,0,"0","20.39"
"774",16389,0.2,98.33,0,25855,1390,193,0,"3","988.71"
"775",13145,39.06,59.75,0,21515,2656,116,1,"3","393.73"
"776",17283,3.75,88.94,17283,32145,1181,1038,0,"42","564.85"
"777",15940,6,91.86,0,19487,4152,438,0,"4","363.7"
"778",21625,0.46,98.78,21625,34165,1152,3540,0,"0","116.1"
"779",24152,1.99,90.35,24152,75221,502,3307,0,"4","80.84"
"780",13883,18.19,67.49,0,25679,2220,927,5,"1","260.79"
"781",49366,1.24,97.32,49366,40041,1558,1911,3,"6","166.4"
"782",14903,0.89,97.86,14903,33098,653,1244,0,NA,NA
"783",23079,11.75,77.39,0,20463,4906,325,3,"4","724.52"
"784",496938,61.92,34.92,496738,18477,152042,20784,395,"298","2038.98"
"785",34311,79.42,20.14,34311,11576,14824,61,7,"36","2982.31"
"786",60738,0.64,26.75,60738,32605,9900,31477,6,"9","893.29"
"787",91444,3.36,72.53,91444,36991,7189,23712,3,"28","514.99"
"788",23101,25.58,72.23,23101,26934,3264,598,2,"12","708.53"
"789",24825,0.44,98.58,24825,43960,1025,1131,0,"3","69.94"
"790",52315,3.1,91.76,51483,37644,3730,1617,1,"13","160.72"
"791",19899,7.51,90.43,19899,31250,1831,650,1,NA,NA
"792",54063,0.99,97.62,54063,41586,2201,2453,1,"6","441.72"
"793",196278,38.93,59.62,196278,22446,42838,4113,42,"122","1076.95"
"794",15216,0.32,97.84,15216,46515,553,112,0,NA,NA
"795",42523,28.18,70.81,42523,19187,8502,590,9,"40","2186.47"
"796",18230,0.39,98.93,0,25434,2125,473,1,"9","136.06"
"797",56177,0.25,96.43,56177,32375,3844,1728,2,"9","64.14"
